# {"t_start": 1545323757.01304, "env_id": "MountainCar-v0"} 
r,l,t
-17.0,17,2.799585
-17.0,17,2.807633
-16.0,16,2.815273
-18.0,18,2.823824
-16.0,16,2.831992
-14.0,14,2.838948
-17.0,17,2.847428
-15.0,15,2.855049
-17.0,17,2.863697
-16.0,16,2.872133
-16.0,16,2.880945
-15.0,15,2.889214
-16.0,16,2.898774
-18.0,18,2.909492
-17.0,17,2.918004
-15.0,15,2.925682
-18.0,18,2.935642
-15.0,15,2.94425
-15.0,15,2.952874
-15.0,15,2.960858
-19.0,19,2.971101
-16.0,16,2.979988
-19.0,19,2.990785
-14.0,14,2.998398
-16.0,16,3.006902
-15.0,15,3.018955
-18.0,18,3.028199
-19.0,19,3.038302
-20.0,20,3.048326
-17.0,17,3.057045
-16.0,16,3.0654
-20.0,20,3.07613
-17.0,17,3.085091
-16.0,16,3.093831
-16.0,16,3.102687
-20.0,20,3.113519
-15.0,15,3.122166
-16.0,16,3.179375
-200.0,200,3.29245
-31.0,31,3.31064
-29.0,29,3.327071
-200.0,200,3.445571
-200.0,200,3.564658
-200.0,200,3.672898
-200.0,200,3.779037
-200.0,200,3.887579
-200.0,200,4.019334
-200.0,200,4.144746
-200.0,200,4.252807
-200.0,200,4.416659
-200.0,200,4.523188
-200.0,200,4.627487
-200.0,200,4.74034
-200.0,200,4.854643
-200.0,200,4.974124
-200.0,200,5.073719
-200.0,200,5.168177
-200.0,200,5.263849
-200.0,200,5.358576
-200.0,200,5.460891
-200.0,200,5.624956
-200.0,200,5.734264
-200.0,200,5.84163
-200.0,200,5.956341
-200.0,200,6.070113
-200.0,200,6.18069
-200.0,200,6.288526
-200.0,200,6.399518
-200.0,200,6.51185
-200.0,200,6.613234
-200.0,200,6.767927
-200.0,200,6.876233
-200.0,200,6.988458
-200.0,200,7.10173
-200.0,200,7.212219
-200.0,200,7.31908
-200.0,200,7.420863
-200.0,200,7.521255
-200.0,200,7.630435
-200.0,200,7.730128
-200.0,200,7.882743
-200.0,200,7.984125
-200.0,200,8.086208
-200.0,200,8.19428
-200.0,200,8.290226
-200.0,200,8.401353
-200.0,200,8.510721
-200.0,200,8.615495
-200.0,200,8.715214
-200.0,200,8.820755
-200.0,200,8.974211
-200.0,200,9.077177
-200.0,200,9.179565
-200.0,200,9.285082
-200.0,200,9.39326
-200.0,200,9.503687
-200.0,200,9.608308
-200.0,200,9.713504
-200.0,200,9.820183
-200.0,200,9.926244
-200.0,200,10.03411
-200.0,200,10.190562
-200.0,200,10.298632
-200.0,200,10.40202
-200.0,200,10.512825
-200.0,200,10.63376
-200.0,200,10.747001
-200.0,200,10.851235
-200.0,200,10.963805
-200.0,200,11.066213
-200.0,200,11.171384
-200.0,200,11.323822
-200.0,200,11.439831
-200.0,200,11.560371
-200.0,200,11.667056
-200.0,200,11.771628
-200.0,200,11.876514
-200.0,200,11.987942
-200.0,200,12.098455
-200.0,200,12.20691
-200.0,200,12.314807
-200.0,200,12.484404
-200.0,200,12.606594
-200.0,200,12.714264
-200.0,200,12.819847
-200.0,200,12.942684
-200.0,200,13.060351
-200.0,200,13.164146
-200.0,200,13.263705
-200.0,200,13.364784
-200.0,200,13.469293
-200.0,200,13.6321
-200.0,200,13.753697
-200.0,200,13.862914
-200.0,200,13.979916
-200.0,200,14.092485
-200.0,200,14.198236
-200.0,200,14.30791
-200.0,200,14.415872
-200.0,200,14.51391
-200.0,200,14.620095
-200.0,200,14.73021
-200.0,200,14.886293
-200.0,200,14.992455
-200.0,200,15.095525
-200.0,200,15.201874
-200.0,200,15.317438
-200.0,200,15.432115
-200.0,200,15.570333
-200.0,200,15.678443
-200.0,200,15.785646
-200.0,200,15.901922
-200.0,200,16.075676
-200.0,200,16.188253
-200.0,200,16.316756
-200.0,200,16.446255
-200.0,200,16.601267
-200.0,200,16.721102
-200.0,200,16.835943
-200.0,200,16.943674
-200.0,200,17.082379
-200.0,200,17.205001
-200.0,200,17.380598
-200.0,200,17.543488
-200.0,200,17.660867
-200.0,200,17.766272
-43.0,43,17.791832
-200.0,200,17.898145
-200.0,200,17.999925
-200.0,200,18.104785
-200.0,200,18.214515
-200.0,200,18.324684
-200.0,200,18.431841
-200.0,200,18.594199
-143.0,143,18.665582
-200.0,200,18.765437
-200.0,200,18.866014
-200.0,200,18.96229
-200.0,200,19.065327
-200.0,200,19.162804
-200.0,200,19.263963
-200.0,200,19.369343
-200.0,200,19.482247
-200.0,200,19.594131
-200.0,200,19.753187
-200.0,200,19.852314
-200.0,200,19.964634
-200.0,200,20.060654
-200.0,200,20.156123
-200.0,200,20.248374
-200.0,200,20.354962
-200.0,200,20.463929
-200.0,200,20.567484
-200.0,200,20.671176
-200.0,200,20.827567
-200.0,200,20.935145
-200.0,200,21.038966
-200.0,200,21.138885
-200.0,200,21.237316
-200.0,200,21.346732
-200.0,200,21.454055
-200.0,200,21.555363
-200.0,200,21.654512
-200.0,200,21.754329
-200.0,200,21.915192
-200.0,200,22.0207
-200.0,200,22.125344
-200.0,200,22.233997
-200.0,200,22.34224
-200.0,200,22.450323
-200.0,200,22.553685
-200.0,200,22.658287
-200.0,200,22.768455
-200.0,200,22.880865
-200.0,200,23.042424
-200.0,200,23.148162
-200.0,200,23.255903
-200.0,200,23.365875
-200.0,200,23.478484
-200.0,200,23.584604
-148.0,148,23.67691
-200.0,200,23.784751
-200.0,200,23.90215
-200.0,200,24.028322
-200.0,200,24.148824
-200.0,200,24.338279
-200.0,200,24.466467
-200.0,200,24.580477
-200.0,200,24.697356
-200.0,200,24.83254
-200.0,200,24.950906
-200.0,200,25.062849
-200.0,200,25.179635
-200.0,200,25.289482
-200.0,200,25.399471
-200.0,200,25.576797
-200.0,200,25.694519
-200.0,200,25.822959
-200.0,200,25.960599
-200.0,200,26.082597
-200.0,200,26.200819
-200.0,200,26.308674
-200.0,200,26.411056
-200.0,200,26.520487
-200.0,200,26.655645
-200.0,200,26.814728
-200.0,200,26.927506
-200.0,200,27.043888
-200.0,200,27.155653
-200.0,200,27.269024
-200.0,200,27.367513
-200.0,200,27.462484
-200.0,200,27.568818
-200.0,200,27.684781
-200.0,200,27.793903
-200.0,200,27.899386
-50.0,50,27.974417
-200.0,200,28.073167
-200.0,200,28.174676
-200.0,200,28.281102
-200.0,200,28.389682
-200.0,200,28.508221
-200.0,200,28.620364
-200.0,200,28.726777
-200.0,200,28.834414
-200.0,200,28.94527
-200.0,200,29.050689
-200.0,200,29.203239
-200.0,200,29.302189
-200.0,200,29.409913
-200.0,200,29.518152
-200.0,200,29.621898
-200.0,200,29.724316
-200.0,200,29.830493
-200.0,200,29.929855
-200.0,200,30.043445
-140.0,140,30.118325
-200.0,200,30.274447
-200.0,200,30.392631
-200.0,200,30.508825
-200.0,200,30.622513
-200.0,200,30.7274
-200.0,200,30.832067
-200.0,200,30.931257
-200.0,200,31.049452
-200.0,200,31.156729
-200.0,200,31.26129
-53.0,53,31.291789
-200.0,200,31.471826
-55.0,55,31.507552
-200.0,200,31.630203
-200.0,200,31.733881
-200.0,200,31.866735
-200.0,200,31.98371
-45.0,45,32.007814
-200.0,200,32.133776
-200.0,200,32.255824
-200.0,200,32.365659
-200.0,200,32.490528
-200.0,200,32.603181
-200.0,200,32.792233
-200.0,200,32.909643
-200.0,200,33.02372
-200.0,200,33.120913
-54.0,54,33.147007
-200.0,200,33.250065
-139.0,139,33.325041
-200.0,200,33.435154
-200.0,200,33.54928
-200.0,200,33.666719
-200.0,200,33.769521
-200.0,200,33.922675
-200.0,200,34.026844
-200.0,200,34.145577
-200.0,200,34.268754
-145.0,145,34.348575
-200.0,200,34.453139
-200.0,200,34.559405
-200.0,200,34.666496
-145.0,145,34.746634
-200.0,200,34.855857
-200.0,200,34.96119
-200.0,200,35.113587
-200.0,200,35.222465
-200.0,200,35.332732
-200.0,200,35.437797
-200.0,200,35.541653
-200.0,200,35.646231
-200.0,200,35.750507
-200.0,200,35.855031
-200.0,200,35.959011
-200.0,200,36.066499
-200.0,200,36.227874
-200.0,200,36.332184
-200.0,200,36.446296
-200.0,200,36.558879
-200.0,200,36.66753
-200.0,200,36.779982
-200.0,200,36.892157
-200.0,200,37.002265
-200.0,200,37.110614
-200.0,200,37.209096
-200.0,200,37.358346
-200.0,200,37.461545
-200.0,200,37.567045
-200.0,200,37.668331
-200.0,200,37.777082
-200.0,200,37.885341
-200.0,200,37.987892
-200.0,200,38.093705
-200.0,200,38.201184
-200.0,200,38.310781
-200.0,200,38.409182
-200.0,200,38.578172
-200.0,200,38.687169
-179.0,179,38.778418
-200.0,200,38.882697
-155.0,155,38.966975
-200.0,200,39.067495
